id,name,state,forest
717,CRANBERRY RIDGE TRAIL,Arizona,Tonto National Forest
718,CHARLES CREEK TRAIL,Arizona,Tonto National Forest
719,NORTH FORK MTN (FR79-JUDY),Arizona,Tonto National Forest
720,UDELL HILLS SMT DNR614,Arizona,Tonto National Forest
721,CREEKSIDE,Arizona,Tonto National Forest
722,PCT BADEN-POWELL,California,Stanislaus National Forest
723,COLBY CANYON,California,Stanislaus National Forest
724,HAINES CANYON TRAIL,California,Stanislaus National Forest
725,OSCODA-ALCONA SMT DNR96,California,Stanislaus National Forest
726,SOUTH HADDIX TRAIL,California,Stanislaus National Forest
727,RIVER WARMUP NORTH,California,Stanislaus National Forest
728,BUCKLEY MOUNTAIN NORTH,California,Stanislaus National Forest
729,TROUT TRAIL,California,Stanislaus National Forest
730,BLUE KNOB SUMMIT,California,Stanislaus National Forest
731,MONDAY LICK,California,Stanislaus National Forest
732,RIVER WARMUP SOUTH,California,Stanislaus National Forest
733,MONDAY RIDGE,California,Stanislaus National Forest
734,ALLEGHENY TRAIL # 701H,California,Stanislaus National Forest
735,WYATT NATURE TRAIL# 488,California,Stanislaus National Forest
736,LAKE ACCESS TRAIL B,California,Stanislaus National Forest
737,LAKE ACCESS TRAIL A,California,Stanislaus National Forest
738,ALLEGHENY TRAIL # 701C,California,Stanislaus National Forest
739,POWERLINE TRAIL # 423,California,Stanislaus National Forest
740,WHISPERING SPRUCE CONNECTOR,California,Stanislaus National Forest
741,ALLEGHENY TRAIL # 701I,California,Stanislaus National Forest
742,ALLEGHENY TRAIL # 701B,California,Stanislaus National Forest
743,ALLEGHENY TRAIL # 701E,California,Stanislaus National Forest
744,ALLEGHENY TRAIL # 701K,California,Stanislaus National Forest
745,ALLEGHENY TRAIL # 701D,California,Stanislaus National Forest
746,ALLEGHENY TRAIL #701WS,California,Stanislaus National Forest
747,ALTR-LOW WATER GLADWIN TO CR12,California,Stanislaus National Forest
748,ALLEGHENY-LOWER GLADY TO RTE33,California,Stanislaus National Forest
749,ALLEGHENY - RTE 33 TO RCR27,California,Stanislaus National Forest
750,ALLEGHENY TRAIL # 701J,California,Stanislaus National Forest
751,CEDRO CREEK INTERPRETIVE,California,Stanislaus National Forest
752,NORTH BEND TRAIL,California,Stanislaus National Forest
753,ZERO GRADE ACCESSIBLE TR,California,Stanislaus National Forest
754,MIDDLE FORK TRAIL,California,Stanislaus National Forest
755,MACK - MIO TRAIL,California,Stanislaus National Forest
756,NELSON RIDGE (CAPE MTN TRAIL),California,Stanislaus National Forest
757,DARLINGTONIA WALKWAY,California,Stanislaus National Forest
758,OREGON DUNES LOOP TRAIL,California,Stanislaus National Forest
759,CHIEF TSILTCOOS,California,Stanislaus National Forest
760,TAYLOR DUNES,California,Stanislaus National Forest
761,SUTTON CREEK LOOP,California,Stanislaus National Forest
762,SILTCOOS LAKE TRAIL,California,Stanislaus National Forest
763,NORTH RIDGE-MARYS PEAK,California,Stanislaus National Forest
764,TAHKENITCH CREEK,California,Stanislaus National Forest
765,TAHKENITCH DUNES TRAIL,California,Stanislaus National Forest
766,EAST RIDGE-MARYS PEAK,California,Stanislaus National Forest
767,WAXMYRTLE,California,Stanislaus National Forest
768,HORSE CREEK TRAIL NORTH,California,Stanislaus National Forest
769,SUTTON CREEK NORTH,California,Stanislaus National Forest
770,SUTTON LAKE TRAIL,California,Stanislaus National Forest
771,ALDER DUNE DAY USE TRAIL,California,Stanislaus National Forest
772,SUTTON CRK BOLDUC'S MEADOW,California,Stanislaus National Forest
773,ALDER LAKE TRAIL,California,Stanislaus National Forest
774,SUTTON CAMPGROUND TIE,California,Stanislaus National Forest
779,HULL CREEK OHV-ATV,California,Stanislaus National Forest
780,CRANDALL PEAK OHV-M/C,California,Stanislaus National Forest
781,TWAIN HARTE OHV-ATV,California,Stanislaus National Forest
782,HULL CREEK OHV-4X4,California,Stanislaus National Forest
783,HULL CREEK OHV-ATV,California,Stanislaus National Forest
784,TWAIN HARTE OHV-MC,California,Stanislaus National Forest
789,TRAIL OF THE GARGOYLES,California,Stanislaus National Forest
800,TWAIN HARTE OHV - ATV,California,Stanislaus National Forest
801,STRAWBERRY/PINECREST OHV-4X4,California,Stanislaus National Forest
802,HULL CREEK OHV-ATV,California,Stanislaus National Forest
803,CRANDALL PEAK OHV-4X4,California,Stanislaus National Forest
804,TWAIN HARTE OHV-4X4,California,Stanislaus National Forest
805,CRANDALL PEAK OHV - M/C,California,Stanislaus National Forest
806,HULL CREEK OHV-4X4,California,Stanislaus National Forest
807,HULL CREEK OHV-ATV,California,Stanislaus National Forest
808,TWAIN HARTE OHV - ATV,California,Stanislaus National Forest
809,PINECREST OHV-ATV,California,Stanislaus National Forest
810,COLUMBIA SE OHV-4X4,California,Stanislaus National Forest
811,HULL CREEK OHV-ATV,California,Stanislaus National Forest
812,CRANDALL PEAK OHV-M/C,California,Stanislaus National Forest
813,CRANDALL PEAK OHV-M/C,California,Stanislaus National Forest
814,COTTONWOOD TANK TRAIL,Arizona,Tonto National Forest
815,PINTAIL LAKE #2,Arizona,Tonto National Forest
816,NORTH LAKE ALPINE,California,Stanislaus National Forest
818,UNION ROCK LAKE,California,Stanislaus National Forest
819,DISASTER CREEK,California,Stanislaus National Forest
820,WOODCHUCK,California,Stanislaus National Forest
821,ANCIENT DWARVES I.T.,California,Stanislaus National Forest
822,COUNTY LINE,California,Stanislaus National Forest
823,EMIGRANT TRAIL,California,Stanislaus National Forest
824,STUDHORSE MEADOW,California,Stanislaus National Forest
825,ARNOT CREEK,California,Stanislaus National Forest
826,CALAVERAS DOME OHV-ATV RT7B,California,Stanislaus National Forest
827,PORTER-MAVERICK CONNECTOR C,California,Stanislaus National Forest
828,LOS BURROS MOTORIZED A,Arizona,Tonto National Forest
829,GHOST OF THE COYOTE,California,Stanislaus National Forest
830,LARGO,California,Stanislaus National Forest
831,GENERAL CROOK CONNECTOR,Arizona,Tonto National Forest
832,THREE MILE LAKE SOUTH,California,Stanislaus National Forest
833,FIR,California,Stanislaus National Forest
834,FOUR SPRINGS CONNECTOR,California,Stanislaus National Forest
835,COTTONWOOD TRAIL,California,Stanislaus National Forest
836,PINYON TRAIL,California,Stanislaus National Forest
837,LAGOON TRAIL,California,Stanislaus National Forest
838,PIGEON LOOP,California,Stanislaus National Forest
839,WILDBUNCH,California,Stanislaus National Forest
870,BUMMER/WHEATS,California,Stanislaus National Forest
877,PINECREST OHV-4X4,California,Stanislaus National Forest
878,TWAIN HARTE OHV-ATV,California,Stanislaus National Forest
879,HULL CREEK OHV-M/C-ATV,California,Stanislaus National Forest
880,HULL CREEK OHV-4X4,California,Stanislaus National Forest
881,COLUMBIA SE OHV-4X4,California,Stanislaus National Forest
882,DEER CREEK (UPPER),California,Stanislaus National Forest
883,TWAIN HARTE OHV-ATV,California,Stanislaus National Forest
884,PINECREST OHV-ATV,California,Stanislaus National Forest
885,CALAVERAS DM OHV 4X4,California,Stanislaus National Forest
886,CRANDALL PK OHV-M/C,California,Stanislaus National Forest
887,TWAIN HARTE OHV-M/C,California,Stanislaus National Forest
888,TWAIN HARTE OHV-M/C,California,Stanislaus National Forest
889,TWAIN HARTE OHV-ATV,California,Stanislaus National Forest
890,CRANDALL PK OHV-ATV,California,Stanislaus National Forest
891,DARDANELLE OHV-4X4,California,Stanislaus National Forest
892,CALAVERAS DM OHV-4X4,California,Stanislaus National Forest
893,CRANDALL PK. OHV-M/C,California,Stanislaus National Forest
894,TWAIN HARTE OHV-M/C,California,Stanislaus National Forest
895,CRANDALL PK OHV-M/C,California,Stanislaus National Forest
896,PINECREST OHV-ATV,California,Stanislaus National Forest
897,CRABTREE,California,Stanislaus National Forest
898,SALT HOUSE CONNECTION,California,Stanislaus National Forest
899,SALTHOUSE,California,Stanislaus National Forest
900,FRYE,California,Stanislaus National Forest
901,SHEEP SADDLE,California,Stanislaus National Forest
902,MCBRIDE MESA,California,Stanislaus National Forest
903,CHEVELON CROSSING ACCESS,Arizona,Tonto National Forest
904,STRAYHORSE,Arizona,Tonto National Forest
905,BLOWOUT TRAIL,Arizona,Tonto National Forest
906,EAST EAGLE,Arizona,Tonto National Forest
907,LONG DRAW OHV SOUTH,Arizona,Tonto National Forest
908,MOGOLLON RIM SNOWMOBILE C,Arizona,Tonto National Forest
909,TURKEY SPRING TRAIL,Arizona,Tonto National Forest
910,WOODS CANYON NATURE TRAIL CONN,Arizona,Tonto National Forest
911,PIONEERS SHORTCUT #1,Arizona,Tonto National Forest
912,ROSE PEAK TRAIL,Arizona,Tonto National Forest
913,JUNIPER,Arizona,Tonto National Forest
914,PINE J,Arizona,Tonto National Forest
915,AC TRAIL,Arizona,Tonto National Forest
916,MOGOLLON RIM,Arizona,Tonto National Forest
917,PORTER-MAVERICK CONNECTOR B,Arizona,Tonto National Forest
918,OSPREY,Arizona,Tonto National Forest
919,OWL,Arizona,Tonto National Forest
921,TRAIL OF THE SURVIVORS I.T.,Arizona,Tonto National Forest
922,UNDERWOOD VALLEY,Arizona,Tonto National Forest
923,SAPPS AUTH 4X4,Arizona,Tonto National Forest
927,SUMMIT LAKE,California,Stanislaus National Forest
928,BEAR VALLEY/LAKE ALPINE,California,Stanislaus National Forest
929,ELEPHANT ROCK,California,Stanislaus National Forest
930,PIONEER,California,Stanislaus National Forest
931,BURGSON LAKE,California,Stanislaus National Forest
932,STRAWBERRY,California,Stanislaus National Forest
934,SPICER/WHEATS,California,Stanislaus National Forest
935,SHOOFLY,California,Stanislaus National Forest
936,WHEATS MEADOW,California,Stanislaus National Forest
937,BEAR LAKE,California,Stanislaus National Forest
940,CALAVERAS DM OHV 4X4,California,Stanislaus National Forest
941,TWAIN HARTE OHV-M/C,California,Stanislaus National Forest
942,TWAIN HARTE OHV-M/C,California,Stanislaus National Forest
943,CALAVERAS DOME OHV-4X4,California,Stanislaus National Forest
944,DONNEL LK OHV -ATV,California,Stanislaus National Forest
945,CALAVERAS DOME OHV 4X4 RT6A,6F,California,Stanislaus National Forest
946,CRANDALL PK OHV-M/C,California,Stanislaus National Forest
947,CRANDALL PEAK OHV-M/C,California,Stanislaus National Forest
948,TWAIN HARTE OHV-M/C,California,Stanislaus National Forest
949,CALAVERAS DOME OHV-ATV,California,Stanislaus National Forest
950,CALAVERAS DM OHV 4X4 RT4C,California,Stanislaus National Forest
951,JAWBONE RIDGE OHV-ATV,California,Stanislaus National Forest
952,RED TAIL,California,Stanislaus National Forest
953,PORTER MOUNTAIN SCENIC VISTA,Arizona,Tonto National Forest
954,PAINTED BLUFF,Arizona,Tonto National Forest
955,RED MOUNTAIN,Arizona,Tonto National Forest
956,HL CANYON,Arizona,Tonto National Forest
957,SARDINE SNOWMOBILE,Arizona,Tonto National Forest
1267,12E67-C05,Arizona,Tonto National Forest
958,AD BAR,Arizona,Tonto National Forest
959,HIGHLINE,Arizona,Tonto National Forest
960,PIGEON CONNECTION TRAIL,Arizona,Tonto National Forest
961,HICKEY SPRINGS,Arizona,Tonto National Forest
962,GRANVILLE SPRING TRAIL,Arizona,Tonto National Forest
963,PIGEON TRAIL,Arizona,Tonto National Forest
964,SILVER TRAIL,Arizona,Tonto National Forest
965,LITTLE BLUE,Arizona,Tonto National Forest
966,YELLOWJACKET TRAIL,Arizona,Tonto National Forest
967,GRANVILLE CONNECTION TRAIL,Arizona,Tonto National Forest
968,237B OHV,Arizona,Tonto National Forest
969,EAGLE NATIONAL RECREATION TR,Arizona,Tonto National Forest
970,POLE KNOLL,Arizona,Tonto National Forest
971,MAVERICK MOTORIZED,Arizona,Tonto National Forest
972,SPRUCE,Arizona,Tonto National Forest
973,OSPREY CONNECTOR,Arizona,Tonto National Forest
974,WIILOW,Arizona,Tonto National Forest
975,FOOTE CREEK C,Arizona,Tonto National Forest
976,CRABTREE PARK TRAIL,California,Stanislaus National Forest
977,SPICER/SAND FLAT,California,Stanislaus National Forest
978,CEDAR,California,Stanislaus National Forest
979,NORTH FORK DRY FORK,California,Stanislaus National Forest
980,ARCH TRAIL,California,Stanislaus National Forest
981,SNOWMOBILE TRAIL D,California,Stanislaus National Forest
982,ROCK CREEK,California,Stanislaus National Forest
983,BOSQUE,California,Stanislaus National Forest
984,QUEANT,California,Stanislaus National Forest
985,DOWD MOUNTAIN X-C SKI,California,Stanislaus National Forest
986,NFST-8225-A,California,Stanislaus National Forest
987,MEADOWS - HUGHES LAKE TRAIL,California,Stanislaus National Forest
988,NFST-1323-D,California,Stanislaus National Forest
989,NFST-6930-E,California,Stanislaus National Forest
990,COOKS RUN HUNTER,California,Stanislaus National Forest
991,JACKSON PARK,California,Stanislaus National Forest
992,GRIZZLY RIDGE,California,Stanislaus National Forest
993,CAMP 7 SNOMO,California,Stanislaus National Forest
994,LAKE CREEK X-C SKI,California,Stanislaus National Forest
995,HICKERSON PK TO SHEEP CK BYPAS,California,Stanislaus National Forest
996,HIGHLINE CUTOFF,California,Stanislaus National Forest
997,CHERRY MTN. CONNECTOR SNOMO,California,Stanislaus National Forest
998,LITTLE RABBIT LONG RIDGE LOOP,California,Stanislaus National Forest
999,CANOE-PRESQUE ISLE RIVER,California,Stanislaus National Forest
1000,NFST-3921,California,Stanislaus National Forest
1001,NFST-1385,California,Stanislaus National Forest
1002,JADE RAM SPUR NW,California,Stanislaus National Forest
1003,NFST-60153,California,Stanislaus National Forest
1004,ELKHORN-WEST FORK,California,Stanislaus National Forest
1005,NFST-4584-L,California,Stanislaus National Forest
1006,NFST-2426,California,Stanislaus National Forest
1007,NFST-1388,California,Stanislaus National Forest
1008,NFST-1708-B,California,Stanislaus National Forest
1009,NFST-6936,California,Stanislaus National Forest
1010,NFST-2465-C,California,Stanislaus National Forest
1011,HOLTON MOTORCYCLE TRAIL,California,Stanislaus National Forest
1012,MACK - BULL GAP TRAIL,California,Stanislaus National Forest
1013,NFST-6987-A4,California,Stanislaus National Forest
1014,ROCKY POINT TRAIL,California,Stanislaus National Forest
1015,NFST-5086-D8,California,Stanislaus National Forest
1016,NFST-1671,California,Stanislaus National Forest
1017,YELLOWSTONE TRAIL,California,Stanislaus National Forest
1018,MCGREGOR SHORELINE,California,Stanislaus National Forest
1019,HIGHBANKS TRAIL POWERLINE SPUR,California,Stanislaus National Forest
1020,NFST-1462,California,Stanislaus National Forest
1021,WEIGEL MOUNTAIN A,California,Stanislaus National Forest
1022,NFST-6930-K1,California,Stanislaus National Forest
1023,SCAUP LAKE HUNTER,California,Stanislaus National Forest
1024,NFST-1501-C,California,Stanislaus National Forest
1025,BIRCH CAMPSITE,California,Stanislaus National Forest
1026,NFST-8907,California,Stanislaus National Forest
1027,KINNEY SPUR,California,Stanislaus National Forest
1028,MOSQUITO RIDGE,California,Stanislaus National Forest
1029,HORSESHOE TO HARRINGTON,California,Stanislaus National Forest
1030,MEADOWS -LUZERNE TRAIL,California,Stanislaus National Forest
1031,NFST-3212-B,California,Stanislaus National Forest
1032,MCCT - BIG O SPUR,California,Stanislaus National Forest
1033,WIGWAM-PAPOOSE LAKES,California,Stanislaus National Forest
1034,EAST FORK SM,California,Stanislaus National Forest
1035,LAKE LOUISE,California,Stanislaus National Forest
1036,NORTH FORK MTN (N.F GAP-RED),California,Stanislaus National Forest
1037,RED CREEK TRAIL,California,Stanislaus National Forest
1038,ALLEGHENY-HOSTERMAN-CASS,California,Stanislaus National Forest
1039,PLATTE SPRINGS,California,Stanislaus National Forest
1040,MILLSET,California,Stanislaus National Forest
1041,NFST-3608-D,California,Stanislaus National Forest
1042,MONARCH RIDGE,California,Stanislaus National Forest
1043,NFST-560-L,California,Stanislaus National Forest
1044,NFST-3502,California,Stanislaus National Forest
1045,CROSSOVER,California,Stanislaus National Forest
1046,TRAIL CREEK SPUR,California,Stanislaus National Forest
1047,HEWLETT GULCH,California,Stanislaus National Forest
1048,LOST LAKE ACCESS,California,Stanislaus National Forest
1049,SOUTH FORK,California,Stanislaus National Forest
1050,PICNIC SPUR,California,Stanislaus National Forest
1051,MAPLE CANYON,California,Stanislaus National Forest
1052,TARGHEE CREEK,California,Stanislaus National Forest
1053,PINE CREEK,California,Stanislaus National Forest
1054,YELLOWSTONE,California,Stanislaus National Forest
1055,TINCUP DRIVEWAY (MARSHALL CYN),California,Stanislaus National Forest
1056,GRIZZLY RIDGE TO SOUTH FRANCIS,California,Stanislaus National Forest
1057,DON HATCH MEMORIAL,California,Stanislaus National Forest
1058,DUCHESNE RIVER,California,Stanislaus National Forest
1059,OLD CARTER MILITARY,California,Stanislaus National Forest
1060,PINE ISLAND LOOP,California,Stanislaus National Forest
1061,WEYMAN CREEK,California,Stanislaus National Forest
1062,NFST-8911-A,California,Stanislaus National Forest
1063,NFST-2113-C,California,Stanislaus National Forest
1064,THREE MILE LAKE NORTH,California,Stanislaus National Forest
1065,NFST-3611-G,California,Stanislaus National Forest
1066,NFST-6934-B,California,Stanislaus National Forest
1067,HARRIS RANCH,California,Stanislaus National Forest
1068,MOOSE RIDGE,California,Stanislaus National Forest
1069,FOURMILE CONNECTOR,California,Stanislaus National Forest
1070,HIGHLINE LOOP SM,California,Stanislaus National Forest
1071,BARRENSHE TRAIL,California,Stanislaus National Forest
1072,HUMBUG (LOOP 5),California,Stanislaus National Forest
1073,PACKER LAKE SNOWMOBILE TR,California,Stanislaus National Forest
1074,JACKS GULCH CG LOOP TRAIL,California,Stanislaus National Forest
1075,MANN GULCH,California,Stanislaus National Forest
1076,COMB CREEK,California,Stanislaus National Forest
1077,NFST-7050-F,California,Stanislaus National Forest
1078,SCARFACE XC,California,Stanislaus National Forest
1079,CORSAIR, 12-A, NORTH SPUR,California,Stanislaus National Forest
1080,NFST-1501-G,California,Stanislaus National Forest
1081,NFST-219-H1,California,Stanislaus National Forest
1082,NFST-530-C2,California,Stanislaus National Forest
1083,BLUE ROAD HUNTER,California,Stanislaus National Forest
1084,NFST-2100-J,California,Stanislaus National Forest
1085,BEULAH,California,Stanislaus National Forest
1086,EAST SLOPE BURNT RIDGE,California,Stanislaus National Forest
1087,MEADOWS-M33 TRAIL,California,Stanislaus National Forest
1088,UP COPPER SPUR C SNOMO,California,Stanislaus National Forest
1089,HAHN CREEK,California,Stanislaus National Forest
1090,TEEPEE-RED LAKE,California,Stanislaus National Forest
1091,LITTLE BRUSH CREEK X-C SKI,California,Stanislaus National Forest
1092,MACK - M33 CONNECTOR,California,Stanislaus National Forest
1093,LAND O'LAKES SKI TRAIL,California,Stanislaus National Forest
1094,HIGH MEADOW TRAIL,California,Stanislaus National Forest
1095,NFST-3660-I,California,Stanislaus National Forest
1096,NFST-5359,California,Stanislaus National Forest
1097,LEADING RIDGE TRAIL,California,Stanislaus National Forest
1098,CODFISH (LOOP 6),California,Stanislaus National Forest
1099,RED MOUNTAIN B SNOMO,California,Stanislaus National Forest
1100,MARYSVILLE LOOP E SNOMO,California,Stanislaus National Forest
1101,NORTH FORK KEEPCOOL SNOMO,California,Stanislaus National Forest
1102,RED MOUNTAIN C SNOMO,California,Stanislaus National Forest
1103,MARYSVILLE LOOP C SNOMO,California,Stanislaus National Forest
1104,MARYSVILLE LOOP D SNOMO,California,Stanislaus National Forest
1105,RIMINI ELLISTON A SNOMO,California,Stanislaus National Forest
1106,CABIN CREEK ADMIN SPUR,California,Stanislaus National Forest
1107,POTTER-LAMB LAKES,California,Stanislaus National Forest
1108,NFST-6975-F,California,Stanislaus National Forest
1109,NFST-2180-D1,California,Stanislaus National Forest
1110,DAVIDSON LAKES,California,Stanislaus National Forest
1111,NFST-4115,California,Stanislaus National Forest
1112,NFST-9326,California,Stanislaus National Forest
1113,LOST LAKE,California,Stanislaus National Forest
1114,NFST-5239,California,Stanislaus National Forest
1115,NFST-733-K,California,Stanislaus National Forest
1116,NFST-6903,California,Stanislaus National Forest
1117,NFST-3965,California,Stanislaus National Forest
1118,NFST-1199-K4,California,Stanislaus National Forest
1119,SCAUP LAKE HUNTER,California,Stanislaus National Forest
1120,CANOE-BRULE RIVER,California,Stanislaus National Forest
1121,NFST-8646-C,California,Stanislaus National Forest
1122,HUMBUG,California,Stanislaus National Forest
1123,VASQUEZ PASS,California,Stanislaus National Forest
1124,REID, OVERFLOW PARKING SPUR,California,Stanislaus National Forest
1125,NFST-210-B1,California,Stanislaus National Forest
1126,NFST-6935-G1,California,Stanislaus National Forest
1127,NFST-3662-E,California,Stanislaus National Forest
1128,MOUNT MARGARET,California,Stanislaus National Forest
1129,CORRAL CREEK,California,Stanislaus National Forest
1130,STONE CAMP RUN,California,Stanislaus National Forest
1131,DONNER LAKE RIM TRAIL,California,Stanislaus National Forest
1132,DOBBIN GRADE TRAIL,California,Stanislaus National Forest
1133,WHISKEY MOUNTAIN CUTOFF,California,Stanislaus National Forest
1134,BRUFFEY RESERVE TRAIL,California,Stanislaus National Forest
1135,BLUE KNOB TRAIL,California,Stanislaus National Forest
1136,CAMP FIVE RUN,California,Stanislaus National Forest
1137,TWOROOSE PASS,California,Stanislaus National Forest
1138,NFST-3574,California,Stanislaus National Forest
1139,NFST-2108-N1,California,Stanislaus National Forest
1140,NFST-1226-D,California,Stanislaus National Forest
1141,NFST-3614-D2,California,Stanislaus National Forest
1142,INTERIOR GROUSE MGMT HUNTER,California,Stanislaus National Forest
1143,WILBUR BENCH,California,Stanislaus National Forest
1144,COW HOLLOW,California,Stanislaus National Forest
1145,MACK - TABOR TRAIL,California,Stanislaus National Forest
1146,MACK - MALTBY HILLS LOOP TRAIL,California,Stanislaus National Forest
1147,CHALLENGER,California,Stanislaus National Forest
1148,BEAVER CREEK,California,Stanislaus National Forest
1149,NORTH PEAK,California,Stanislaus National Forest
1150,MARION LAKE,California,Stanislaus National Forest
1151,SNOSLIDE,California,Stanislaus National Forest
1152,DEVIL'S THUMB PARK,California,Stanislaus National Forest
1153,BAUGHMAN'S SADDLE SINGLE TRACK,California,Stanislaus National Forest
1154,LAU. DIVIDE FITNESS-SPUR B,California,Stanislaus National Forest
1155,CRAMER BASIN,California,Stanislaus National Forest
1156,SIGNAL BUTTE MULTI USE,California,Stanislaus National Forest
1157,SLIM LAKE ENTRY POINT,California,Stanislaus National Forest
1158,SECOND CREEK,California,Stanislaus National Forest
1159,HUCKLEBERRY BASIN,California,Stanislaus National Forest
1160,CAMEL HOLLOW,California,Stanislaus National Forest
1161,JUARISTI 1,California,Stanislaus National Forest
1162,SMITH,California,Stanislaus National Forest
1163,POWER HOUSE EAST SPUR B,California,Stanislaus National Forest
1164,JUARISTI CONNECTOR,California,Stanislaus National Forest
1165,FORT RUBY 5,California,Stanislaus National Forest
1166,FOGG HILL/N. FORK PALISADES,California,Stanislaus National Forest
1167,SANDPIT LAKE-RANGE LAKE,California,Stanislaus National Forest
1168,RIDGE LOOP,California,Stanislaus National Forest
1169,SWEET CREEK,California,Stanislaus National Forest
1170,VIRGINIA HILL SKI AREA,California,Stanislaus National Forest
1171,CARIBOU CITY- MORGAN MEADOWS,California,Stanislaus National Forest
1172,PROSPECT PEAK 121,California,Stanislaus National Forest
1173,LICK BRANCH,California,Stanislaus National Forest
1174,TANBARK HIKING,California,Stanislaus National Forest
1175,BOO-BOOS DELIGHT,California,Stanislaus National Forest
1176,SNOWMOBILE CONNECTOR 33,California,Stanislaus National Forest
1177,BIG TREE NATURE,California,Stanislaus National Forest
1178,HOLMAN VISTA,California,Stanislaus National Forest
1179,MEADOW EDGE,California,Stanislaus National Forest
1180,SCHT - SEGMENT 21,California,Stanislaus National Forest
1181,SCHT - SEGMENT 17,California,Stanislaus National Forest
1182,SCHT - SEGMENT 16,California,Stanislaus National Forest
1183,FISHERMANS TRAIL,California,Stanislaus National Forest
1184,NORTH 2,California,Stanislaus National Forest
1185,PEARL PEAK SPUR,California,Stanislaus National Forest
1186,RIGHT RANCH SPUR C,California,Stanislaus National Forest
1187,ALLEGHENY-CANAAN TO GLADWIN,California,Stanislaus National Forest
1188,ALTR-GLADWIN TO LOWER GLADY,California,Stanislaus National Forest
1189,ALLEGHENY/CANYON RIM TO DAVIS,California,Stanislaus National Forest
1190,ALLEGHENY TRAIL SPUR,California,Stanislaus National Forest
1191,ALLEGHENY-154 TO CANYON RIM,California,Stanislaus National Forest
1192,SCHOOL HOUSE LOOP,California,Stanislaus National Forest
1193,NORTH FORK MEADOW CREEK TIE,California,Stanislaus National Forest
1194,ROBERTS CR CAMPING SPUR,California,Stanislaus National Forest
1195,CIRCLE CREEK CONNECTOR,California,Stanislaus National Forest
1196,BIG PINE LOOP,California,Stanislaus National Forest
1197,STILLHOUSE,California,Stanislaus National Forest
1198,SCHT - PARRISH,California,Stanislaus National Forest
1199,GREEN WOOD LOOP,California,Stanislaus National Forest
1200,BRUIN CREEK A SNOWMOBILE SPUR,California,Stanislaus National Forest
1201,WEBSTER CREEK,California,Stanislaus National Forest
1202,BONNEVILLE TRAIL,California,Stanislaus National Forest
1203,SOUTH FORK EIGHTMILE,California,Stanislaus National Forest
1204,CONTINENTAL DIVIDE NST,California,Stanislaus National Forest
1205,NFST-2108-H6,California,Stanislaus National Forest
1206,SOUTH FORK ASHLEY,California,Stanislaus National Forest
1207,DUNKENBARGER TRAIL,California,Stanislaus National Forest
1208,CROUCH RIDGE,California,Stanislaus National Forest
1209,NFST-2108-M2,California,Stanislaus National Forest
1210,BLUE ROAD HUNTER,California,Stanislaus National Forest
1211,NFST-2410,California,Stanislaus National Forest
1212,NFST-530-C,California,Stanislaus National Forest
1213,NCT BOWMAN LAKE SPUR,California,Stanislaus National Forest
1214,NORTH ELK PARK,California,Stanislaus National Forest
1215,FIVE POINT LAKE,California,Stanislaus National Forest
1216,RED BELLY LAKE,California,Stanislaus National Forest
1217,NFST-6970,California,Stanislaus National Forest
1218,NFST-5235-C,California,Stanislaus National Forest
1219,DRY CANYON,California,Stanislaus National Forest
1220,WEST FORK WHITEROCKS,California,Stanislaus National Forest
1221,NFST-6930-QB,California,Stanislaus National Forest
1222,NFST-3780,California,Stanislaus National Forest
1223,10K,California,Stanislaus National Forest
1224,BEAGLE CREEK,California,Stanislaus National Forest
1225,KAWISHIWI TRIANGLE LONE PINE,California,Stanislaus National Forest
1226,NFST-3616-E,California,Stanislaus National Forest
1227,CORSAIR, 2-9-8 SPUR,California,Stanislaus National Forest
1228,LEONA SPRING-MANILA PARK,California,Stanislaus National Forest
1229,CREST,California,Stanislaus National Forest
1230,EAST FORK WHITEROCKS RIVER,California,Stanislaus National Forest
1231,REID, PARKING LOT SPUR,California,Stanislaus National Forest
1232,NFST-3974,California,Stanislaus National Forest
1233,CORSAIR, G TO SV PARK SPUR,California,Stanislaus National Forest
1234,MT WILLARD TRAIL,California,Stanislaus National Forest
1235,MORRISON CREEK HUNTER,California,Stanislaus National Forest
1236,BALANCE ROCK SNOMO,California,Stanislaus National Forest
1237,DAVID CANYON ROAD,California,Stanislaus National Forest
1238,EASTSIDE XC,California,Stanislaus National Forest
1239,ARROWHEAD TRAIL CONNECTOR,California,Stanislaus National Forest
1240,WARD HILLS-IRONS SMT DNR345,California,Stanislaus National Forest
1241,NFST-730-J6,California,Stanislaus National Forest
1242,NFST-2108-K,California,Stanislaus National Forest
1243,NFST-1235-C1,California,Stanislaus National Forest
1244,COOKS RUN HUNTER,California,Stanislaus National Forest
1245,NFST-6881-G,California,Stanislaus National Forest
1246,CABERFAE WAY SMT DNR37,California,Stanislaus National Forest
1247,DEERYARD LOOP,California,Stanislaus National Forest
1248,ANDY STONE,California,Stanislaus National Forest
1249,PROSSER HILL JEEP,California,Stanislaus National Forest
1250,10E20-C07,California,Stanislaus National Forest
1251,13E10-C10,California,Stanislaus National Forest
1252,16E68-CE,California,Stanislaus National Forest
1253,NORTH BRANCH SNOMO,California,Stanislaus National Forest
1254,PFEIFFER LAKE SPUR E,California,Stanislaus National Forest
1255,ANDESITE WEST OSV,California,Stanislaus National Forest
